date,caller,callee,dtmf_sequence2025-09-09 17:35:51,Alert,5002,11002#2
2025-09-09 17:35:51,Alert,5001,11001#2
2025-09-09 17:36:43,Alert,5004,11004#2
2025-09-09 17:36:43,Alert,5003,11003#2
2025-09-09 17:37:34,Alert,5002,11002#2
2025-09-09 17:37:35,Alert,5001,11001#2
2025-09-09 17:38:25,Alert,5003,11003#2
2025-09-09 17:42:19,Alert,5001,11001#2
2025-09-09 17:43:02,Alert,5002,11002#2
2025-09-09 17:44:17,Alert,5004,11004#2
2025-09-09 17:44:17,Alert,5003,11003#2
2025-09-09 17:45:17,Alert,5004,11004#2
2025-09-09 17:45:18,Alert,5003,11003#2
2025-09-09 17:46:44,Alert,5002,11002#2
2025-09-09 17:46:44,Alert,5001,11001#2
2025-09-09 17:47:36,Alert,5003,11003#2
2025-09-09 17:47:36,Alert,5004,11004#2
2025-09-09 17:48:28,Alert,5002,11002#2
2025-09-09 17:48:28,Alert,5001,11001#2
2025-09-09 17:53:24,Alert,5002,11002#2
2025-09-09 17:53:24,Alert,5001,11001#2
2025-09-09 17:54:15,Alert,5003,11003#2
2025-09-09 17:54:15,Alert,5004,11004#2
2025-09-09 17:55:07,Alert,5002,11002#2
2025-09-09 17:55:07,Alert,5001,11001#2
2025-09-09 18:00:06,Alert,5002,11002#2
2025-09-09 18:00:46,Alert,5001,11001#2
2025-09-09 18:00:47,Alert,5004,11004#2
2025-09-09 18:01:37,Alert,5003,11003#2
2025-09-09 18:01:47,Alert,5001,11001#2
2025-09-09 18:03:19,Alert,5002,11002#2
2025-09-09 18:03:19,Alert,5001,11001#2
2025-09-09 18:04:10,Alert,5003,11003#2
2025-09-09 18:04:11,Alert,5004,11004#2
2025-09-09 18:05:01,Alert,5002,11002#2
2025-09-09 18:05:03,Alert,5001,11001#2
2025-09-09 18:08:00,Alert,5001,11001#2
2025-09-09 18:09:00,Alert,5001,11001#2
2025-09-09 18:25:10,Alert,5002,11002#2
2025-09-09 18:27:08,Alert,5004,11004#2
2025-09-09 18:28:00,Alert,5002,11002#2
2025-09-09 18:28:52,Alert,5003,11003#2
2025-09-09 18:29:44,Alert,5001,11001#2
2025-09-09 18:30:04,Alert,5001,11001#2
2025-09-09 18:31:04,Alert,5001,11001#2
2025-09-09 18:31:43,Alert,5002,11002#2
2025-09-09 18:32:34,Alert,5001,11001#2
2025-09-09 18:33:25,Alert,5003,11003#2
2025-09-09 18:34:16,Alert,5002,11002#2
2025-09-09 18:39:19,Alert,5004,11004#2
2025-09-09 18:40:11,Alert,5002,11002#2
2025-09-09 18:41:03,Alert,5003,11003#2
2025-09-09 18:41:55,Alert,5002,11002#2
2025-09-25 14:24:55,Alert,5002,11002#2
2025-09-25 14:25:46,Alert,5001,11001#2
2025-09-25 14:26:39,Alert,5003,11003#2
2025-09-25 14:27:30,Alert,5002,11002#2
2025-09-25 14:28:21,Alert,5001,11001#2
2025-09-25 14:47:15,Alert,5002,11002#2
2025-09-25 14:48:06,Alert,5001,11001#2
2025-09-25 14:48:57,Alert,5004,11004#2
2025-09-25 14:49:48,Alert,5003,11003#2
2025-09-25 14:50:39,Alert,5002,11002#2
2025-09-25 14:51:31,Alert,5001,11001#2
2025-09-25 14:58:23,Alert,5001,11001#2
2025-09-25 15:01:08,Alert,5002,11002#2
2025-09-25 15:01:59,Alert,5001,11001#2
2025-09-25 15:02:50,Alert,5003,11003#2
2025-09-25 15:03:41,Alert,5002,11002#2
2025-09-25 15:04:33,Alert,5001,11001#2
2025-09-25 15:08:31,Alert,5004,11004#2
2025-09-25 15:09:23,Alert,5002,11002#2
2025-09-25 15:10:14,Alert,5001,11001#2
2025-09-25 15:11:05,Alert,5003,11003#2
2025-09-25 15:11:56,Alert,5002,11002#2
2025-09-25 15:12:47,Alert,5001,11001#2
2025-09-25 15:19:39,Alert,5001,11001#2
2025-09-25 16:02:14,Alert,5004,11004#2
2025-09-25 16:03:06,Alert,5002,11002#2
2025-09-25 16:03:59,Alert,5003,11003#2
2025-09-25 16:04:32,Alert,5001,11001#2
2025-09-25 16:04:52,Alert,5001,11001#2
2025-09-25 16:05:25,Alert,5004,11004#2
2025-09-25 16:05:59,Alert,5002,11002#2
2025-09-25 16:08:34,Alert,5002,11002#2
2025-09-25 16:09:25,Alert,5001,11001#2
2025-09-25 16:10:17,Alert,5003,11003#2
2025-09-25 16:11:09,Alert,5002,11002#2
2025-09-25 16:12:01,Alert,5001,11001#2
